,0
244,274.76442686236766
245,275.83003785356937
246,305.7636423356828
247,300.76987120808
248,311.3605165708501
249,1169.0475196456016
250,286.854946353014
251,305.39729708019684
252,279.8931816639046
253,495.76425274984376
254,292.32580137205684
255,280.0426412548178
256,294.00150508660363
257,299.0304376305934
258,317.91352398303985
259,284.48978939651545
260,271.3584234152622
261,311.8401412133374
262,312.00831370115037
263,206.23076762707757
264,296.7603107761554
265,306.2184127082516
266,258.68570561905733
267,299.84527841826025
268,380.6137760500998
269,972.4065727598527
270,298.7478383887378
271,291.529177212617
272,220.76909666828382
273,298.7952161403012
274,275.5236063708063
275,323.8471657324617
276,367.4317765847067
277,301.19842617680547
278,401.9330895526491
279,273.6079628142006
280,357.9301835737388
281,360.84224341099014
282,266.40255604991285
283,273.03805184076094
284,294.4220511328448
285,322.06443696671613
286,292.7421475554362
287,313.1279457933896
288,296.31002974323303
289,296.64397450265835
290,288.35200758197516
291,289.8021826007668
292,316.690538137682
293,307.5576903729194
294,325.95806016318
295,237.0779691612202
296,1139.5302082906614
297,315.7108042732354
298,340.4235371609823
299,287.2227803634936
300,260.13624924853156
301,311.84828533428197
302,334.2577792123937
303,300.19658364354484
304,280.55531600482254
305,273.2726531296155
306,385.58635200496286
307,317.75072061146955
308,327.67216505342657
309,284.41058688206124
310,256.0524116352123
311,293.50059985616224
312,298.92549657517714
313,282.84660681368206
314,66.80142245093458
315,262.4730389373669
316,274.3291486219264
317,306.32810798878984
318,1403.5044762931468
319,287.30906618359546
320,288.4960157539883
321,315.89328799144863
322,288.10400984303885
323,280.2625892421403
324,242.7945257850018
325,1176.4381459579674
326,388.6908257432135
327,719.4297377057611
328,286.1022780712548
329,180.97753308409327
330,362.79798307316355
331,265.4190617611564
332,312.93607469991883
333,274.4442878297605
334,258.70721065094693
335,271.6288366004961
336,307.7281816556961
337,217.73240643247033
338,287.25287421013786
339,286.28756139108054
340,279.7616219480109
341,299.6946210865921
342,472.3696976278095
343,448.0926327903983
344,308.08146539976497
345,290.47861235683195
346,277.34864775683513
347,292.2318353387787
348,303.764353839945
349,283.70653011827676
350,270.0317221600397
351,348.0584524974936
352,258.0691223030332
353,281.17437227026113
354,230.99219144595799
355,319.6799685613926
356,268.24579588739203
357,293.42600624647844
358,368.08297200307805
359,317.49050105078584
360,317.1036581510073
361,385.9926523545111
362,410.7041578592414
363,1212.3356554907107
364,323.2513573904655
365,285.53834882114285
366,297.2503773726378
367,310.2511085023674
368,276.90529708047325
369,295.18535647751514
370,282.1595339278604
371,277.70560043744723
372,271.9528493787567
373,242.59092108937105
374,399.2049962651717
375,260.272136038266
376,271.04392148837724
377,306.03984261787133
378,278.76107202281185
379,324.13544866581765
380,299.98508785190813
381,311.1951182141954
382,293.6786360989667
383,262.11164615198146
384,300.7737389856549
385,276.76730138844385
386,481.3289073949352
387,272.74781065304296
388,285.4548579685975
389,302.043928137712
390,292.8941846981135
391,320.93476485501617
392,462.0402776703474
393,343.0618923535317
394,240.59473117095018
395,307.7133507377652
396,319.8810685207815
397,349.85291176607006
398,304.0314599560614
399,367.3812443339709
400,271.9295061067215
401,1075.862758760783
402,333.782496671974
403,289.6747999985247
404,296.2112328395355
405,281.6646049017443
406,303.98417050463894
407,299.33488241817815
408,283.6135161929303
409,307.080136431792
410,336.76195588506795
411,220.57363895189607
412,294.2100555988586
413,396.4011071127952
414,301.1866783742559
415,267.7230103222626
416,209.96910490802662
417,300.7783262864623
418,363.70329195356953
419,500.19424445227776
420,291.35309628038397
421,264.089290009412
422,905.8609092632975
423,389.13069196168885
424,265.39134586710725
425,280.35688470384775
426,279.85414918834084
427,285.0799527349248
428,315.8659658722913
429,327.7813462026613
430,312.88640799090285
431,270.2379247625098
432,281.8584192435592
433,301.2524151549826
434,358.7425553096446
435,305.25525511710305
436,266.144980900614
437,320.9720838212101
438,315.68907610789995
439,272.9302927261706
440,409.6057040676034
441,341.674294351753
442,277.80037709579886
443,30.247453068826626
444,307.15161440693873
445,273.8801553989527
446,313.7605619433042
447,344.3556430061906
448,305.625597366637
449,384.44859912228037
450,240.69716681750293
451,274.096353036099
452,276.67048325811476
453,328.76484129346085
454,303.1497827078042
455,337.6533091264517
456,335.6618927765648
457,298.8386324308999
458,395.1600925904863
459,252.16727189647239
460,314.5550849187181
461,284.533600372823
462,306.32054274216574
463,302.95542316925554
464,287.8534860102694
465,399.6040795961926
466,346.61593921967756
467,360.7310082342269
468,272.3108383564848
469,326.5795986877758
470,282.83710257338805
471,320.18833804105304
472,285.7475930516512
473,277.7023432955948
474,308.1618807325002
475,278.4193235984209
476,285.31304366128046
477,424.1020705932547
478,881.7514909938478
479,293.93321240837184
480,204.03547058294504
481,312.5428583797152
482,251.84787426138612
483,307.20929913011355
484,337.7993448902183
485,299.61699948727534
486,281.8460111733191
487,820.2905264305875
488,831.3707276866553
489,309.28732289927325
490,265.78943128910424
491,312.2407081140673
492,402.443560234798
493,278.4891250266833
494,197.18625549434284
495,40.47815732053105
496,236.45306449325793
497,961.2761960293259
498,300.57579912880783
499,329.2236933794097
500,295.9255162255838
501,273.95131843331814
502,352.6278003272705
503,289.2357657889534
504,429.85284943853503
505,382.0191356307407
506,350.9726583203757
507,319.62132596438516
508,286.3270962609438
509,299.3296971963414
510,293.37030858341194
511,274.76345987307025
512,266.2167838916884
513,307.22497713467044
514,272.5156771560213
515,279.34974902790697
516,295.97085846023174
517,318.6988794631676
518,303.29885976587195
519,275.9179470584537
520,314.38970341739093
521,313.09913233269464
522,249.61799434376118
523,350.2522325106106
524,304.38891207768864
525,282.2514192228943
526,289.25569498916434
527,311.5240109125638
528,300.3469666350665
529,311.34567348204405
530,284.1500862952212
531,296.8484107978446
532,250.9455544062896
533,287.0491708171954
534,275.4774485746005
535,302.3780546567029
536,338.6469682173813
537,284.3001140302518
538,295.743429990104
539,321.85628481305537
540,270.8650566618347
541,310.1163297983635
542,300.122181390227
543,278.40584020670053
544,317.02921867033336
545,344.3206537524911
546,234.80903034068388
547,341.0746961703308
548,860.2687027262081
549,295.129189149701
550,302.9075327041345
551,267.28326707844303
552,297.6520414352209
553,306.23598524364684
554,284.4163789195715
555,290.67738717040663
556,297.9664064314284
557,259.4435937712076
558,260.9144369313857
559,1180.8510954393105
560,291.9601625573144
561,290.67260366076437
562,284.71026504643265
563,289.48395960458794
564,279.8427424013466
565,321.7825078340048
566,277.2506430024017
567,409.1675174907611
568,291.7027034431815
569,283.90099119656173
570,297.9117022068957
571,344.8037266772859
572,282.0549687868938
573,276.06179060853367
574,284.9593132789164
575,279.9021424204525
576,350.50253623254184
577,331.28171146971226
578,367.1481770995084
579,310.52952356119806
580,280.25070352046305
581,287.3727745866555
582,278.9294044090071
583,302.67833755913966
584,277.2450341719029
585,342.085938836754
586,290.7265049575923
587,405.0132449106985
588,283.7751696867306
589,266.31969479759033
590,369.3586418249177
591,292.3517351497775
592,302.9077907474665
593,367.11942431401724
594,309.289127653461
595,323.6839876597081
596,272.1217955214779
597,322.3088802784567
598,710.3599204639926
599,285.0176057815672
600,292.63345200350847
601,268.48483141638235
602,337.6834508008949
603,277.4688931876426
604,342.38828759487814
605,306.77794337731393
606,311.6856040202238
607,1090.3545049580405
608,266.1664105453913
609,331.4149175943833
610,276.88437715481496
611,309.2766692487816
612,273.08927625769206
613,300.24126743932595
614,302.9687899667656
615,405.19628951120313
616,394.6249590569586
617,294.71353429127566
618,301.7456175008447
619,302.6231942823292
620,292.3107225412093
621,288.129450915944
622,195.98781542984838
623,261.4825550893686
624,533.8048271274987
625,285.84678884830214
626,1151.3961779761569
627,349.576959449025
628,1312.2752840728276
629,328.39808194376786
630,283.40672841726087
631,290.47495932947345
632,694.5043583624843
633,294.71706900888984
634,311.49122727326005
635,286.06329729960015
636,270.0550006479817
637,272.69674401667857
638,379.54015571897696
639,344.864148511008
640,260.5891636812184
641,358.7748934622193
642,322.4147155992313
643,294.1599450259727
644,315.9145909522716
645,359.0466685321677
646,319.59515825770507
647,299.3416507620732
648,904.239214674388
649,274.80314934880477
650,358.07213845275146
651,275.1728910044647
652,254.43542383694006
653,347.0722557702826
654,286.31829492608057
655,268.19806108014194
656,275.80728077440807
657,297.4040731406319
658,279.93772299714226
659,299.89776443861786
660,276.3239049517153
661,369.8940003131791
662,259.6461361369451
663,333.32027716594064
664,288.41856692573674
665,314.90751438199425
666,286.2383421568675
667,389.70909836876837
668,277.4558342940188
669,311.35569624949665
670,299.21012079517294
671,275.1543562689859
672,304.4026828912631
673,308.60081775255696
674,324.59339749471894
675,217.14456451206541
676,293.4126884778001
677,977.3949286108888
678,290.18990496156124
679,268.2403266004911
680,290.5257256302976
681,308.17876918739387
682,339.44867777149886
683,308.1561981578178
684,283.2753605550426
685,305.6980004250193
686,883.2801736605229
687,256.64053538125694
688,276.8246865987772
689,319.9397408591858
690,298.84540328624644
691,262.9268960022504
692,277.98853808686897
693,305.3925713515681
694,271.0698417564601
695,291.4074358200841
696,312.4651794713326
697,304.89378117956363
698,295.9607284629364
699,269.45225937716964
700,302.91440108416657
701,407.0159191483884
702,276.5496562904427
703,299.3198351085599
704,352.81660313439255
705,304.0408211902462
706,363.3869617701954
707,511.97536898230544
708,278.24649698756406
709,298.2424535617081
710,380.176054346854
711,320.1519543274775
712,317.93763634002596
713,287.20829433723304
714,310.34291869507445
715,402.65303751724025
716,315.54726175486013
717,259.55304689388464
718,342.1081072304649
719,300.76917767043403
720,320.56892204889306
721,327.9782994303911
722,365.5645009007587
723,297.4327579956241
724,211.3028842966768
725,336.3768239673253
726,56.35664196828701
727,262.6193020429237
728,286.17328371809305
729,321.1158904493677
730,398.7964313815269
731,472.34082854917085
732,284.7736446205919
733,300.0971283059887
734,328.90236700571324
735,308.0984227096902
736,281.7555365128615
737,291.0453265960822
738,207.31034096753754
739,282.0701178404022
740,280.4490188884637
741,262.69845318852845
742,292.5036754034515
743,301.1963970022781
744,358.6247244493329
745,260.33823557806636
746,392.4462366671984
747,510.4356136028743
748,286.9641689203188
749,267.1447614674659
750,848.1481703559018
751,264.3187643575918
752,347.84609865604835
753,283.6512598792815
754,383.7957715907089
755,266.42926086397995
756,351.9495795713495
757,328.1033012469155
758,282.43178739443744
759,292.5179762748059
760,288.6921433615537
761,830.2760901234358
762,394.0613944343885
763,293.10710381438156
764,290.88416863018176
765,270.67415859863485
766,315.8441217269302
767,772.0308671807031
768,287.3752416778625
769,318.727508460516
770,306.1568379396625
771,273.9217570693826
772,281.3797665836959
773,313.17025204414847
774,310.4638099545286
775,285.2750855332617
776,282.32100768166225
777,299.0517129632687
778,300.2454159236407
779,304.3863714075753
780,289.65365562645223
781,342.04730385932385
782,243.5817143706201
783,492.38820878073113
784,355.1712300629839
785,264.06249039447147
786,282.21585905614154
787,287.86370630952376
788,300.94496077087797
789,308.65243382505764
790,266.0060447090289
791,1105.0000513630769
792,288.9059381500125
793,385.1172768664162
794,265.9399156738671
795,266.4898793454484
796,273.3256922681357
797,297.2719672902616
798,289.5690936141676
799,270.31303364590485
800,575.014663203059
801,268.0568906903513
802,278.0222419431945
803,262.28609063735905
804,275.4024083529014
805,324.01201828474086
806,282.447836531028
807,315.3704233833837
808,297.99380167749496
809,336.42333947382934
810,295.3534092257504
811,267.34645733301323
812,288.9619938011614
813,448.89670139346987
814,273.9581156761524
815,284.35495045489483
816,322.0184401018972
817,435.70577427875173
818,281.4004892402166
819,475.39456690235255
820,358.69587820361187
821,330.4600450760843
822,263.57835436194506
823,291.8985493939696
824,249.3348174295245
825,273.4633853400212
826,300.93011228145656
827,302.1909160609281
828,338.25449325349564
829,326.6307374173175
830,395.60531953480876
831,216.90825226074236
832,290.41952001642073
833,294.0639222155031
834,367.05793276441716
835,910.7415517122032
836,341.29350238536085
837,275.867039084743
838,279.9704841530868
839,283.86299923649375
840,273.55065507955044
841,303.10918520776204
842,325.370781928644
843,264.1372246045152
844,294.352089484949
845,379.6400992961143
846,278.7421182177441
847,292.2440455820239
848,289.3139424198786
849,310.6574274111414
850,288.95998357482057
851,291.25926700779456
852,359.96332924854516
853,275.9598103240163
854,302.78952583244546
855,305.6940557638658
856,282.21234446430145
857,274.4203119867639
858,1029.1665810795823
859,372.9391234698888
860,343.10437884519183
861,302.70302887915835
862,273.0376208339088
863,321.0955603820422
864,300.5348304871443
865,309.91881755603464
866,237.07738376715315
867,304.4642028493532
868,382.1138566111446
869,324.6491115137419
870,301.61672354692394
871,307.49744611385415
872,312.5273378062832
873,1120.814814299575
874,290.89275633906044
875,294.97487929403644
876,299.40499673214754
877,288.5479424675879
878,296.6062222929413
879,287.3850620975308
880,267.4337852954469
881,372.1445488662343
882,298.8559779419629
883,247.32484045236885
884,290.6542893680592
885,343.7037924795175
886,287.5931188288055
887,287.5576763873831
888,303.72407908216064
889,274.1648095354019
890,303.15914861483805
891,357.7750489125122
892,301.67491382333856
893,286.37495411529505
894,273.72301954206023
895,280.15553588643644
896,281.38172642477423
897,289.1596351020131
898,364.54595678691317
899,363.3717922139647
900,405.98654747627904
901,286.76721799389713
902,303.1092539260114
903,289.04706744401716
904,285.92896184921074
905,326.51201714717035
906,305.3638650457577
907,322.8642807085524
908,363.76703374546963
909,308.16341493089857
910,385.4949618879927
911,363.775967118717
912,304.4005186656316
913,294.7230529949202
914,252.77869272027314
915,293.1153617920136
916,290.23997351225313
917,300.40040771892814
918,275.41928094621755
919,284.1878461565525
920,284.02071942227565
921,326.78802210487476
922,285.57461642885767
923,322.23886827212755
924,333.46116901592404
925,292.16717263712854
926,526.516196084357
927,285.96026976418716
928,269.63482542102275
929,312.1154060125061
930,293.10147840487764
931,188.13741763136247
932,305.0215125335835
933,379.5043097290063
934,292.47396319333154
935,312.5005262751744
936,273.6606467138257
937,270.4372706673752
938,306.1649890171665
939,286.91540818275774
940,286.1420401168272
941,283.2494325238027
942,290.82079103129894
943,298.95062173945803
944,313.5392395837881
945,257.5694440784432
946,432.6773748660104
947,267.5370479678757
948,331.90146738868845
949,277.69111337190606
950,311.3089374296727
951,292.9768358767421
952,887.3645880633771
953,264.307717473058
954,283.5090398164585
955,361.26911810203603
956,281.89741955029217
957,290.7750741040594
958,272.3717801448272
959,295.8924174753421
960,295.352344783599
961,272.56157805460003
962,283.2999082870231
963,289.552159368864
964,273.57152541465825
965,289.0040442072393
966,286.80745552004066
967,345.193922053471
968,1044.1996755076525
969,255.66458364135184
970,404.18718083067586
971,284.8594390282501
972,320.59714900002405
973,344.7809061287771
974,851.7595927866407
975,873.0143880402499
976,283.18243906016676
977,296.4397528851443
978,266.9689523233267
979,356.63265424694026
980,284.8421244816818
981,348.2025341605191
982,295.4249772192592
983,338.1220016734288
984,623.5701195679247
985,331.4349469293296
986,378.31578343042946
987,334.09844700383206
988,274.9638960568176
989,287.82003246314247
990,312.8926677282103
991,305.8259412017094
992,299.50089591205966
993,291.37724787461536
994,319.99215143278445
995,299.47865404636747
996,281.03957572535546
997,268.06985663943095
998,291.05664117909464
999,294.51562334041853
